Tag	GSM4101749	GSM4101750	GSM4101751	GSM4101752	GSM4101753	GSM4101754	GSM4101755	GSM4101756	GSM4101757	GSM4101758	GSM4101759	GSM4101760	GSM4101761
A1CF	3.23643	4.01058	3.33822	3.55597	3.54284	3.40885	3.57442	3.68453	3.49901	3.82515	3.62365	3.19402	3.65611
A2M	10.9676	10.4869	11.2366	10.0052	10.7233	10.238	10.291	11.1038	9.37913	9.9348	11.2223	10.5621	10.5688
A2ML1	6.66804	3.65938	3.81723	3.64948	4.02828	4.04192	3.7733	4.21752	3.90065	4.61123	4.14843	3.58126	4.19534
A3GALT2	4.0284	4.05048	4.5041	4.53643	4.72086	4.38921	4.40404	3.48715	4.187	4.50923	3.86434	4.08126	4.61647
A4GALT	6.63488	5.87544	6.42441	6.13896	6.44627	5.85113	6.95549	5.52899	6.32729	6.52677	5.96478	6.76634	6.18346
A4GNT	3.32048	3.43563	3.51962	3.75232	3.45814	3.03761	3.24252	3.54963	3.24572	3.47244	3.02594	3.37465	3.35867
AAAS	7.19514	7.76869	7.98503	8.27566	7.98772	8.23316	7.71823	7.33956	8.33244	8.07074	7.80975	8.12243	7.88428
AACS	6.89117	6.53913	6.51036	6.90949	6.7231	7.20636	6.38793	6.28149	6.77952	6.626	6.56	6.83433	6.38846
AADAC	2.55939	2.34976	2.56226	2.59661	2.17758	2.26727	2.63218	2.7304	2.32853	2.35593	2.30998	2.64924	2.65087
AADACL2	2.37268	2.34314	2.62828	2.93633	2.77381	2.52733	2.21013	2.85673	2.39999	2.56083	2.71355	2.45582	2.6349
AADACL3	3.54333	3.66743	3.55534	3.70295	4.00921	3.51934	3.27668	3.86055	3.85651	3.80423	3.41475	3.21359	3.6257
AADACL4	3.18579	3.34997	3.38336	3.19139	3.08074	3.5876	3.56433	4.01238	3.46119	3.35826	3.39973	3.17742	3.61052
AADAT	4.98734	6.61051	6.66203	6.64443	5.46248	7.18298	6.81241	6.34182	4.80449	7.08727	5.8888	7.29734	7.59651
AAGAB	7.34384	7.16657	7.14899	7.05083	6.37482	7.32197	6.69315	6.68635	6.6204	6.60894	6.56448	6.96154	6.03425
AAK1	8.436955	9.94069	9.122115	9.801625	8.55507	8.85625	9.097355	8.958965	7.805745	9.435525	9.060985	9.587745	8.991875
AAMDC	5.46976	6.88559	6.21528	6.55223	4.76023	5.8354	5.90313	5.89098	5.00848	6.17139	5.44311	6.36767	5.85275
AAMP	7.73673	7.96449	7.26351	8.10534	7.511	8.57499	7.07766	7.91959	7.86379	7.63572	8.04957	7.60485	7.69489
AANAT	4.26964	4.49683	4.19544	4.1828	4.38786	4.46245	4.21594	3.64312	4.35299	3.98537	4.40183	4.3294	4.37972
AAR2	7.05688	7.6961	7.46259	7.67501	7.68523	7.88887	7.46731	7.40658	7.81128	7.66995	7.95694	7.77571	7.72586
AARD	4.77535	4.30775	4.24189	4.34617	4.22861	5.04534	4.4534	5.08644	4.69985	4.25808	4.1776	4.23189	4.17814
AARS1	9.32842	9.24537	9.55846	8.97754	9.05119	9.70792	8.46073	9.75418	8.60891	8.63542	9.03564	8.57747	8.6687
AARS2	5.03271	4.82759	4.87765	5.77534	5.436	5.3932	5.38083	5.01655	6.04894	4.82421	5.34157	5.55005	4.90166
AASDH	6.77821	6.23399	6.3408	6.63724	6.51033	6.65248	6.20484	6.50835	6.54682	6.73673	6.54341	6.79987	6.52831
AASDHPPT	7.27416	7.12089	6.75255	7.25403	7.52555	7.59435	6.72521	7.06795	7.33027	7.59322	7.47211	7.21497	7.77978
AASS	7.35613	6.89999	6.72934	7.66627	7.33996	6.80183	7.5206	7.03449	6.74839	7.20135	7.51974	7.72526	7.04138
AATBC	4.87829	4.85492	4.44448	4.79113	4.81868	5.17535	4.71904	4.19349	4.71377	4.5361	4.42252	4.0865	4.3383
AATF	8.61475	9.08552	9.05468	7.91209	8.08227	8.08206	7.53642	8.24123	7.74777	7.67495	8.1102	8.17851	7.96629
AATK	5.17892	5.54756	5.07705	5.61807	5.50099	5.62125	5.69877	5.52385	5.6349	5.40909	5.24865	5.33335	5.44059
ABAT	6.0186	8.94379	7.81259	9.83471	7.70532	8.41099	8.82011	7.3489	6.95491	8.38459	8.32579	9.34358	9.04819
ABCA1	7.2877	7.54834	6.15395	7.46511	7.48832	8.06614	7.22051	7.14386	7.50266	6.6589	8.1213	7.50913	7.18972
ABCA10	3.97981	3.80035	4.85651	4.15893	4.33402	3.38912	6.25923	4.54715	3.68111	5.38251	4.05742	5.55264	4.76377
ABCA11P	4.41659	4.47272	4.61538	4.85194	4.36839	4.30243	4.24907	4.94462	4.88704	4.31889	4.33511	4.85389	4.10015
ABCA12	6.25462	3.37813	3.24454	3.46378	3.49782	3.49971	3.24309	3.56064	3.29579	3.70473	3.30213	3.03778	3.73294
ABCA13	5.96041	8.84627	4.67326	6.04599	4.96597	4.38487	5.15773	4.68433	4.79457	5.98959	5.98572	7.16242	6.00954
ABCA2	6.64635	8.43832	7.53573	8.54129	7.55629	8.71164	8.00167	7.31336	7.28325	7.782	8.31336	8.14012	7.58312
ABCA3	6.73396	7.82514	7.36368	7.78601	7.36979	8.21038	8.04385	7.25364	7.13329	7.40606	8.27717	8.01846	7.27852
ABCA4	4.02953	3.93854	3.81183	4.06607	3.92031	3.87454	4.05213	3.85793	3.94683	3.87472	3.84914	3.99392	3.99147
ABCA5	7.13328	6.88148	6.90545	7.25703	6.86822	6.14788	6.69138	7.10925	6.80616	6.85348	6.44154	7.13431	6.67305
ABCA6	6.74738	4.7251	6.26452	5.35548	6.78642	4.13798	7.69039	7.18397	6.87963	6.84049	6.92185	7.44203	7.02673
ABCA7	5.95297	5.77662	5.89449	6.12367	6.93045	6.1049	6.3086	5.98135	7.41382	5.87821	6.15644	5.99679	5.56893
ABCA8	6.16037	5.2736	6.52123	5.21722	5.59713	4.06525	7.13645	6.5736	4.77139	6.76094	6.67602	7.43449	6.13588
ABCA9	5.59492	4.69934	5.77192	4.25974	6.05172	4.09214	7.17626	6.69204	5.52862	7.0564	6.58012	7.66645	6.79236
ABCB1	6.38772	4.24532	5.35202	5.52578	5.79389	4.75086	4.90669	5.93114	5.12895	4.30237	5.8435	5.1664	4.68075
ABCB10	6.88779	6.48979	6.55512	7.30602	7.13103	7.34107	6.9937	6.93723	7.37044	6.84382	6.9382	7.00479	6.86469
ABCB11	2.69844	3.06174	3.02	3.10273	3.9291	2.88943	3.0461	3.31209	3.0649	2.95114	3.40602	2.72265	2.61545
ABCB4	4.21157	3.97618	4.2604	3.66904	6.88064	3.96647	4.27672	4.91849	6.27025	4.16542	4.90756	4.06559	4.4496
ABCB5	2.82815	2.71232	2.98844	2.7334	3.28477	2.72922	2.63118	2.9386	2.69819	2.92414	2.72256	2.59546	3.31507
ABCB6	5.84806	6.14042	5.85177	6.39353	5.47422	6.34507	5.66971	5.51017	5.79953	5.41982	5.73618	5.8467	5.65385
ABCB7	7.60852	7.53663	7.86198	7.59971	8.07642	7.58303	7.63769	8.01886	7.65622	7.58077	8.01202	7.96585	7.84068
ABCB8	5.55413	5.87464	5.41569	6.00832	5.79489	5.78176	5.80206	5.7579	5.59014	5.81927	5.78732	5.61557	5.61504
ABCB9	5.02924	5.27105	5.25325	5.23799	5.1086	5.34095	5.1449	5.07712	5.3987	5.13818	5.33149	5.00793	5.16795
ABCC1	8.31808	8.62694	7.84446	8.52664	8.9803	8.23128	8.38068	8.61132	8.62379	8.48084	8.78038	8.84254	8.32176
ABCC10	6.28178	6.32872	6.32516	6.86116	7.27398	6.67376	6.98072	6.4084	7.6562	6.78919	6.87494	6.73862	6.73006
ABCC11	4.14799	4.38089	4.32302	3.93544	4.32995	4.14701	4.15486	4.25617	4.13875	4.16802	4.102	3.83255	4.10877
ABCC12	3.3414	3.52261	3.35668	3.26647	3.31171	3.23102	2.98043	3.47664	3.45832	3.19975	3.34591	3.13261	3.6607
ABCC13	2.78761	2.74252	2.66961	2.78435	2.89364	2.67891	2.79099	3.18274	2.99549	2.66005	2.71677	2.44794	2.68593
ABCC2	4.4097	4.03406	4.41776	3.77395	4.89892	4.47552	3.99429	5.08875	4.71888	4.32652	4.1358	4.27335	4.29849
ABCC3	6.2029	6.41113	6.46344	5.60428	7.32712	5.72103	6.26816	6.56459	7.5694	5.60619	6.69581	6.62808	5.65616
ABCC4	7.44211	6.3763	8.13176	6.69219	6.8467	7.90204	6.049	8.17228	7.23623	7.30676	7.2431	6.17025	7.43873
ABCC5	6.31441	4.77568	5.44424	5.36099	5.78541	5.45352	5.59225	5.92687	6.31209	5.07135	5.60036	5.67986	5.05922
ABCC6	5.16428	5.71084	4.85734	5.60602	5.3874	5.5255	5.61454	4.89269	4.80733	5.03499	5.92662	5.27206	5.47448
ABCC6P2|ABCC6|ABCC6P1	6.79838	7.1215	7.48062	6.8236	5.89236	6.91971	7.06171	6.43996	6.20225	6.65396	6.51917	7.02667	6.72005
ABCC8	4.99287	6.44851	5.84645	6.62468	6.03558	5.93536	5.69215	5.95609	5.24858	6.11648	5.28398	5.95934	5.42116
ABCC9	7.55774	6.41916	6.99199	6.61085	7.40142	6.42339	7.34087	7.77649	5.62165	6.82538	7.97106	7.92708	6.79871
ABCD1	5.60214	6.46152	6.17159	6.90704	6.59719	6.78846	6.27795	5.65429	6.67226	5.80175	6.82583	6.45295	6.231
ABCD2	6.42386	4.12193	5.72251	4.02709	7.35558	5.28372	4.71176	7.45859	7.10239	4.04155	6.56565	4.9855	4.81496
ABCD3	8.32135	7.94319	8.12133	7.90329	7.3321	7.64505	7.34174	7.37616	7.28378	7.64089	7.47717	7.56133	7.60503
ABCD4	5.92392	6.35588	6.15387	7.22774	6.53585	6.74149	6.14928	6.09383	6.88928	6.04405	6.43023	6.43481	6.22141
ABCE1	8.81075	7.36725	7.56271	6.80424	7.69175	7.10228	6.97883	7.52386	7.73235	7.60824	7.5732	7.01146	7.17259
ABCF1	8.25033	8.45033	8.11033	8.01419	7.96892	8.19764	7.3721	8.06959	8.24845	7.48445	7.93686	7.51967	7.36576
ABCF2-H2BK1|ABCF2|H2BK1	6.91741	7.09612	7.06417	7.07283	6.92182	7.55112	6.30194	6.65848	7.50972	6.6965	6.69599	6.55823	6.27737
ABCF3	8.20681	8.23932	8.00949	7.75597	7.61129	8.09659	7.15244	7.514	7.6373	7.22156	7.48791	7.66968	7.27134
ABCG1	6.04417	6.34681	5.94247	7.12632	7.008	6.7251	6.34831	6.27769	6.88268	5.54401	6.87168	6.44305	5.86595
ABCG2	5.70817	6.29667	5.55546	6.42779	5.37404	4.36518	5.09431	6.15762	4.18835	5.92913	5.21891	5.45042	5.32877
ABCG4	4.94859	5.76287	5.51712	5.54672	5.18943	5.36127	5.33564	5.37641	4.98159	5.7998	4.93716	5.45053	5.44515
ABCG5	3.2696	3.12399	3.3108	2.95524	3.39026	3.25948	3.10211	3.77468	3.00125	2.9854	3.02781	2.81773	3.21083
ABCG8	3.63041	4.13117	3.67789	3.91585	3.90473	3.93576	4.04886	4.24817	3.96145	3.80105	3.80979	3.64552	3.57433
ABHD1	4.18791	4.46296	4.09749	5.46171	4.5297	5.1089	4.83523	4.58874	5.12985	5.05095	4.73926	5.00218	4.56864
ABHD10	7.51666	8.33165	7.9725	7.39764	7.58693	7.99793	7.4291	7.79188	7.42419	7.69389	7.31803	7.63819	8.07193
ABHD11	6.26446	7.66286	7.58658	8.45502	7.01907	7.97764	7.49822	7.29794	6.42942	8.61606	7.28889	8.31509	8.42101
ABHD12	7.95271	8.79896	8.65987	9.26766	8.04304	8.81873	8.4271	8.0406	7.92542	9.00973	8.20923	8.83507	8.82833
ABHD12B	3.14795	3.0922	3.18281	4.05821	3.13414	3.19769	3.10853	3.13572	3.61167	3.17883	2.92163	2.87919	3.27872
ABHD13	7.75172	7.58882	7.39432	8.36405	8.54091	8.60775	8.73895	8.70283	8.59152	8.78767	8.41478	8.37421	8.33632
ABHD14A-ACY1|ABHD14A	6.66662	9.1609	7.95445	10.0844	8.39653	9.49738	9.24255	8.34908	8.31873	10.0559	9.11581	9.83596	9.31826
ABHD14B	7.11928	7.95379	8.1029	7.9304	7.10129	7.63377	7.25558	6.97282	7.18207	7.49245	7.35912	7.70361	7.41755
ABHD15	6.1167	6.22151	6.18155	7.03008	6.64026	6.81925	6.83669	6.01286	7.00261	6.00279	6.58155	6.58324	6.43706
ABHD16A	6.531865	7.23767	6.58968	7.7456	6.85795	7.657795	7.294905	6.419835	6.7434	7.1876	7.197015	7.315565	7.014385
ABHD16B	4.3289	5.14086	4.99222	4.54648	5.1343	4.93017	4.77853	4.5614	5.23178	5.05223	4.95008	4.7266	4.59535
ABHD17A	6.24608	7.0245	7.1023	6.38883	6.48024	6.4977	7.30199	7.82252	6.56166	6.32512	5.91113	6.31263	6.43172
ABHD17AP6|ABHD17A	7.1802	7.58229	7.38396	7.89177	7.54401	8.05935	7.96257	6.60479	8.9112	7.82021	7.54155	7.99874	7.49108
ABHD17A|ABHD17AP6	7.54983	7.84052	7.58446	8.18296	8.08866	8.276135	8.3531	7.15495	9.24577	8.32655	7.98346	8.33071	7.88618
ABHD17B	6.13952	5.78085	5.69858	5.71653	6.28647	6.13983	5.78094	5.92202	6.28924	5.86167	6.19518	6.26475	6.08044
ABHD17C	7.08454	6.66209	6.95132	7.11209	7.00151	6.96797	7.48262	6.72615	7.33545	6.97085	7.14063	7.49828	7.29189
ABHD18	7.02005	6.87613	6.84115	7.61733	7.33563	7.05104	7.14823	7.46122	7.56623	7.04406	7.14414	7.17707	7.29822
ABHD2	8.147	7.92315	7.92448	8.12711	8.19092	8.12025	8.13194	8.63309	7.9602	7.83024	8.62694	8.2481	8.03441
ABHD3	7.64113	6.51274	7.50874	7.59992	6.99445	7.11357	7.06785	7.771	7.09266	6.63505	6.60663	7.01835	7.02018
ABHD4	7.9202	8.67577	8.06945	8.73578	7.74376	8.07061	8.15617	7.58925	7.15226	8.11175	7.87644	8.2396	8.37469
ABHD5	7.67616	7.95673	8.28048	8.91918	7.85271	8.60848	8.53573	8.4967	7.54121	9.27959	8.12199	7.9631	8.84965
ABHD6	7.05781	6.70632	7.29036	8.08518	7.03484	7.83495	7.39294	6.70743	6.9108	6.94277	7.28472	7.74053	7.02545
ABHD8	6.01723	6.67576	6.08286	6.62361	6.07919	6.51501	6.14912	6.03057	6.31683	6.16048	6.11415	6.32064	5.86536
ABI1	8.8818	8.66499	8.45711	8.31731	8.73978	8.1636	8.24579	8.68307	8.74209	8.37122	8.48271	8.53067	8.43379
ABI2	7.96235	9.29517	8.45498	9.70407	8.63921	8.92896	9.33665	8.69563	8.22244	9.67426	8.89615	9.80016	9.40635
ABI3	6.60958	6.30585	6.64689	6.71946	7.59414	6.76218	6.88373	6.62663	7.43773	6.26704	7.05939	6.79314	6.43539
ABI3BP	9.94932	8.87846	10.0077	8.07641	9.58802	7.37937	9.71063	10.3609	9.15354	9.99785	9.72486	9.53866	9.82713
ABITRAM	6.88218	7.85932	7.1017	7.46118	6.80803	7.1875	6.9036	6.70278	6.30021	7.89967	6.88487	7.22373	8.51715
ABL1	7.85498	8.82521	7.95794	8.9117	8.05915	9.04694	8.45298	8.04115	7.88186	8.69226	8.90689	8.87228	7.95965
ABL2	7.5229	6.31676	6.6692	6.67009	6.76975	6.64555	7.10461	7.14104	6.54712	6.46977	6.88313	6.84233	6.28285
ABLIM1	8.17004	9.08502	9.32723	9.00411	8.46415	8.16186	8.67963	9.16442	8.37404	8.70349	8.53968	9.44979	9.12471
ABLIM2	5.76673	5.98938	5.9092	6.64308	5.68319	5.99978	5.75769	5.44456	5.29153	5.86092	5.84759	5.90685	6.31912
ABLIM3	6.3482	6.50974	6.90839	6.22749	6.52216	5.77163	6.3344	6.86731	6.28685	6.08116	6.68792	6.73381	6.32684
ABO	5.82202	8.79467	7.15906	7.42875	5.84786	6.61217	6.82017	6.85839	6.06126	6.49554	6.99119	7.06189	7.68139
ABR	8.0799	7.04456	7.95095	7.14886	8.30604	8.53074	7.49593	7.86597	8.00255	6.43539	8.13554	7.43682	6.71924
ABRA	3.83309	4.13059	3.43779	3.77488	4.13217	3.91961	3.8692	3.89395	4.4235	4.15489	3.75626	3.70661	3.91068
ABRACL	7.28444	6.73811	6.78363	7.00451	6.82521	7.29512	5.73209	6.60377	6.60396	6.42315	6.70208	6.92735	6.35656
ABRAXAS1	6.94309	7.14558	6.57089	7.01935	7.30276	6.47966	6.84701	6.99442	7.4186	7.29748	7.27617	7.4585	7.50391
ABRAXAS2	7.53354	7.05913	7.19933	7.35173	7.15051	7.43962	6.91618	6.76421	6.66929	7.18822	7.01106	7.30447	7.18651
ABT1	5.50012	5.17638	5.53113	5.79538	6.3723	6.46598	5.77245	5.83874	6.61108	5.93234	6.38857	6.08087	5.90762
ABTB1	6.1582	6.23389	6.28864	6.02361	6.49533	6.29544	6.68906	6.45519	7.12913	5.82381	6.11327	6.23101	5.78472
ABTB2	5.29781	5.14262	5.74016	4.9128	5.72956	5.36857	5.41846	5.98837	6.19195	5.19852	5.67927	5.11397	4.65621
ABTB3	6.12609	7.26976	6.76453	7.81148	6.32267	7.68271	7.0352	7.01992	5.95878	7.34422	7.24856	7.59933	7.29668
ACAA1	7.42735	7.68126	7.58758	6.9792	7.09713	7.41493	6.5161	6.18503	7.38147	6.88193	7.0744	7.22127	6.5914
ACAA2	6.75501	7.51614	7.00303	7.26867	6.23566	7.08147	6.81366	6.22777	5.70668	7.47979	6.74598	7.13568	7.28552
ACACA	6.71797	6.47857	6.23584	6.71474	6.2646	6.74065	5.92211	6.66049	6.29981	6.20115	6.3162	6.40276	5.90295
ACACB	6.67387	7.93623	7.19737	8.31601	7.04452	7.93333	7.54492	7.1554	6.58414	8.47984	7.51547	7.93743	7.60684
ACAD10	6.18266	6.56711	6.41009	6.64139	5.94395	6.89916	5.79821	6.40503	6.75207	6.13624	6.42607	6.55192	6.14245
ACAD11|NPHP3-ACAD11	6.69095	6.03134	7.69239	6.89221	6.29806	6.37723	6.45643	6.38121	7.07381	6.28554	6.10075	6.48575	6.62222
ACAD8	7.23871	8.29325	8.77715	9.65033	7.38494	8.72073	7.4186	8.45416	7.52529	8.32988	7.31619	7.92404	8.5051
ACAD9	7.47852	7.86345	7.76791	8.46145	7.84998	8.55742	7.61787	7.88488	7.75276	8.0613	7.78745	8.03022	8.0729
ACADL	7.49492	7.3232	7.74836	5.78592	6.13941	6.24128	7.47097	7.63284	5.30403	7.49127	6.90958	7.56189	7.38833
ACADM	9.40816	8.94766	9.11712	9.07519	9.15213	9.34284	8.7574	9.13075	8.70726	9.44682	9.54053	9.22766	9.86796
ACADS	6.28876	6.58432	6.34238	6.87457	6.45388	7.00407	6.61978	6.01612	6.16363	6.87722	6.80554	6.73561	6.96206
ACADSB	7.69663	7.24876	7.75713	6.65452	6.52739	6.94054	6.50907	7.19942	6.68916	6.88113	7.23352	7.03055	6.849
ACADVL	8.41758	9.24923	9.28763	9.71255	9.05543	9.55233	9.1995	8.87828	9.47649	9.11411	9.23652	8.872	9.27999
ACAN	4.24156	4.10917	3.81643	4.25744	4.16059	4.0551	3.97313	4.34501	4.21263	4.21769	4.06551	3.75705	4.18066
ACAP1|KCTD11	6.38181	6.16891	6.3912	6.06612	7.17707	6.53218	6.79348	6.96163	7.7739	6.12099	6.48521	6.57578	6.36786
ACAP2	9.08729	7.85411	8.4556	7.83204	8.77229	7.79149	7.7397	8.59236	8.43418	7.77827	8.443	8.09127	7.86494
ACAP3	6.14955	5.84061	6.02189	6.08297	5.96232	5.87743	6.24219	5.9647	6.50693	6.05581	5.92452	5.82665	5.59497
ACAT1	7.4038	7.08639	7.12172	6.6778	6.82439	7.88797	6.88985	7.16832	6.21688	7.22221	7.37188	7.12288	7.79094
ACAT2	6.88453	6.18927	6.76831	5.78656	6.41051	5.97734	5.81075	6.08156	6.58484	5.69123	6.32463	6.16104	5.67618
ACBD3	9.48449	9.10161	8.78123	9.59697	9.23217	9.7318	9.0635	9.25919	8.82526	9.11255	9.67166	9.48105	9.3611
ACBD4	5.94128	6.68711	6.4566	6.78681	6.40291	6.83215	6.46914	6.23229	7.06454	6.43004	6.24764	6.50882	6.3503
ACBD5	8.21677	8.24502	8.46904	8.1301	7.32885	8.24426	7.18767	8.15656	6.95448	7.73977	8.01386	7.53908	7.85583
ACBD6	5.80517	5.65543	5.62934	5.09675	5.01272	4.90982	4.70263	5.47616	5.36195	5.1085	4.92821	4.99038	5.27674
ACBD7|ACBD7-DCLRE1CP1	3.91494	4.29119	4.26884	4.71115	3.86456	4.34542	4.36037	4.57188	3.69477	4.85178	4.19969	4.93766	4.87742
ACCS	5.33234	6.29033	6.82036	6.36777	6.58941	5.97446	6.46209	5.82966	7.34357	5.62929	5.83687	6.12373	6.3832
ACCSL	4.03804	3.26357	3.58455	4.49334	3.91072	3.71749	3.61346	3.45828	3.91237	3.71718	3.41824	3.63903	3.55879
ACD	5.52142	6.86448	6.88416	6.8915	6.58172	6.42067	6.58518	6.39133	6.51371	6.68886	6.25174	6.83624	6.48637
ACE	6.04497	6.31984	6.13175	6.58488	5.82202	6.33032	5.73904	5.68109	5.49674	6.04855	6.49359	6.23375	6.33337
ACE2	4.98905	5.34334	4.6204	5.19988	4.44842	5.22292	4.63732	5.15901	3.88464	4.67143	4.8567	4.62207	4.76376
ACER1	4.68215	4.7233	4.27143	4.45384	4.58632	4.54704	4.6281	4.54095	4.95263	4.67664	4.81546	4.60672	4.65897
ACER2	5.36385	5.90611	5.16182	6.22199	5.57514	5.37196	5.85718	5.61584	4.61008	5.09542	4.86157	5.45394	5.25211
ACER3	7.3047	7.16733	7.21937	6.83064	7.51763	6.91664	6.77769	7.42605	6.57243	7.00122	7.09616	7.00935	7.04438
ACHE	4.83857	4.57483	5.3396	4.91613	5.00237	4.47838	4.82669	4.53891	4.8144	4.81792	4.75384	4.13995	4.14359
ACIN1	7.35725	7.46977	7.58866	8.19281	8.22531	8.07307	7.86876	7.94444	8.38417	7.69499	7.90594	8.1882	7.71169
ACKR1	6.68736	4.77459	6.34566	4.90008	7.25171	5.70201	7.56464	6.32289	6.33095	5.94637	6.99781	6.92289	6.25687
ACKR2	5.11465	5.02181	5.33684	5.43103	5.16504	4.58923	5.54303	5.55371	4.5362	6.11152	5.62639	6.19723	5.85865
ACKR3	4.0969	4.00168	4.21639	4.78084	4.11332	5.46914	4.90373	4.43295	3.769	4.3258	4.65678	4.9677	4.82886
ACKR4	4.376715	3.33793	4.344985	3.74267	4.960485	4.89863	5.24011	4.897385	4.295545	4.43597	5.0304	4.414565	4.51565
ACLY	8.51588	8.14268	8.36315	8.63297	8.91988	9.28011	8.13999	8.66649	8.66288	7.94556	8.94237	8.46628	8.21771
ACMSD	3.73079	3.58982	3.64508	3.49829	3.60196	3.88028	3.48581	3.79124	3.85913	3.95441	3.60559	3.25826	3.79428
ACO1	8.6279	8.8752	9.01158	8.76329	8.57035	9.26505	8.48019	9.26438	8.14004	8.63635	8.73976	8.88779	8.92932
ACO2	9.30466	9.08827	9.61911	9.2427	8.94862	10.1604	8.77924	9.52002	8.55024	9.53444	9.23423	9.40403	9.15481
ACOD1	2.63942	2.48257	2.58812	2.82715	2.57054	2.85218	2.47133	3.00916	2.42741	2.72433	2.54169	2.51059	2.85609
ACOT1	6.10216	6.53459	6.05151	6.27302	6.69019	7.03546	6.49545	6.40287	6.30046	6.79067	6.6543	6.76275	6.81886
ACOT11	5.75846	6.29729	6.87896	6.89448	5.99878	7.00538	6.0772	6.04308	5.76516	6.93582	6.41173	6.11601	6.41667
ACOT12	3.36131	3.31548	3.28652	3.32783	3.56062	3.36342	3.23489	3.78987	3.53039	3.39068	3.32189	3.04944	3.43554
ACOT13	9.03541	9.15531	8.48101	8.75623	8.26064	8.95361	8.11535	8.74599	7.75502	8.87158	8.58145	8.5679	8.76663
ACOT2	6.36158	7.00218	7.0661	7.15064	6.20286	7.75557	6.12515	6.33149	6.52428	6.96488	7.09372	6.94656	6.76668
ACOT4	4.51616	4.28558	4.26801	4.38957	4.19949	5.06762	4.45697	4.30873	4.42917	4.96194	4.63508	4.50338	4.56132
ACOT6	3.79376	4.14258	3.80321	4.4493	3.81455	3.71283	3.70592	4.07301	3.5066	3.60644	3.65758	3.60961	3.76066
ACOT7	5.88827	5.57907	5.88678	5.6677	5.96557	6.02351	6.2498	5.96651	6.31416	5.90207	5.84014	5.83804	5.9266
ACOT8	5.95177	6.68575	6.29072	7.22704	6.93617	7.48679	6.61249	6.42112	7.07516	7.20525	6.71526	6.94334	6.90321
ACOT9	7.68991	7.18797	7.43671	7.92442	7.85013	8.11759	7.76343	8.03465	7.42451	7.61525	8.27489	7.67312	7.67577
ACOX1	8.57135	8.25986	8.16443	8.29388	7.44678	8.31067	7.66269	8.01287	7.29487	7.73614	7.97908	7.85685	7.66
ACOX2	6.5484	8.04435	7.61621	8.11531	6.53809	8.16315	7.25594	6.57661	6.06578	7.75558	7.50955	7.83685	7.99709
ACOX3	7.01419	7.88676	7.2329	8.2438	7.2941	7.79697	7.34428	6.79214	7.16747	7.14636	7.36475	7.78769	7.4621
ACOXL	5.84623	4.48618	4.12905	4.52693	4.57576	4.11464	3.93027	5.14027	4.47055	3.79906	4.55582	3.87532	3.73212
ACOXL-AS1	3.7032	3.70896	3.19474	3.36411	3.45024	3.38018	3.63439	3.86051	3.42134	3.87062	3.68092	3.45438	3.49779
ACP1	9.01732	9.03586	8.78226	9.09947	8.76213	9.35872	8.40458	8.7144	8.88772	8.83793	8.80553	8.85222	8.76515
ACP2	8.16311	8.56831	7.88581	8.52086	8.14843	8.98282	8.1821	8.14792	8.32921	8.27092	8.4099	8.74236	8.09624
ACP3	7.63062	6.01898	5.5387	7.52277	5.81818	5.55497	5.13497	5.59639	5.26226	4.78672	5.41165	5.46072	5.74465
ACP4	5.11182	5.34427	5.61858	5.68463	5.41993	5.68668	5.61881	5.30461	5.56755	5.76874	5.54914	5.37118	5.68439
ACP5	6.49886	6.37666	6.21653	4.9898	7.02819	6.9706	6.19546	5.55491	7.83472	4.71122	7.25418	6.26201	6.05519
ACP6	5.9222	7.04647	6.70905	7.87651	6.61727	7.58286	7.2669	6.69722	6.47138	7.26065	6.50624	7.17703	7.57463
ACP7	3.95051	3.99029	4.75676	3.7	3.98333	3.82319	4.15865	4.12262	3.43617	4.05013	4.06555	3.53271	4.06827
ACR	5.119935	5.24317	5.516155	5.62175	5.312805	5.623835	5.456155	5.483385	5.281095	5.556665	5.15284	5.28656	5.59366
ACRBP	5.61485	6.23183	6.31088	7.4818	6.42915	6.50696	6.22663	6.26816	6.10927	7.09548	6.35546	6.69423	6.74438
ACRV1	2.90398	2.88195	2.62593	3.2986	3.13033	2.89141	3.26755	2.90966	3.00106	2.88404	2.97126	2.50757	2.91828
ACSBG1	4.33917	4.27819	4.09409	4.84416	4.27355	4.57806	4.17962	4.24584	4.59127	4.49058	4.32743	4.0481	4.29811
ACSBG2	3.34141	3.53933	3.4331	3.59189	3.5796	3.4748	3.41965	3.55135	3.55981	3.24633	3.17577	3.22921	3.1778
ACSF2	7.25868	8.82139	8.257	8.67676	7.5731	8.87205	8.607	7.92573	7.42498	8.57563	8.18817	8.66522	8.64964
ACSF3	6.15911	6.60428	5.89656	6.21929	6.88902	6.67623	6.44095	6.03522	7.44339	6.2956	6.64016	6.30664	5.616
ACSL1	8.47005	8.55653	8.75419	8.77032	7.80719	9.0943	8.09345	8.55738	7.6494	8.30815	8.48463	8.23805	8.55373
ACSL3	8.25171	8.20386	8.39764	8.0466	7.04934	8.28177	7.31117	7.86477	7.35647	7.58689	7.76668	7.57176	7.40424
ACSL4	8.60563	6.86912	7.8338	6.38794	7.53253	7.05687	7.04508	7.64687	7.28965	6.75986	7.63163	6.93818	6.5164
