Tag	GSM4101749	GSM4101750	GSM4101751	GSM4101752	GSM4101753	GSM4101754	GSM4101755	GSM4101756	GSM4101757	GSM4101758	GSM4101759	GSM4101760	GSM4101761
OVOL2	5.69929	6.13257	5.3228	7.11526	5.48644	6.63561	5.90358	5.80817	5.63412	6.00585	5.8249	6.21768	6.08062
OVOL3	5.11249	5.35825	5.54627	4.66793	5.30147	4.91183	4.68454	4.99063	5.01178	4.74369	5.25224	4.41261	5.17241
OVOS2	3.1075	3.11782	3.57228	2.66271	3.56619	3.2092	3.20519	3.31159	3.81179	3.722	3.24131	3.5998	3.70468
OVOS2|LOC408186|LOC728715	3.73222	3.31499	4.46102	3.78773	6.13636	3.58775	5.2553	4.88839	5.37661	3.96776	4.24924	5.26325	3.81251
OXA1L	9.51751	10.3668	10.2197	10.9832	10.7471	10.843	10.2546	10.4528	10.3251	10.8573	10.4832	10.7611	10.9935
OXCT1	8.16416	8.36642	8.83706	7.57184	7.80922	7.89421	7.40621	8.06654	7.77372	7.94983	7.96009	7.99932	7.7897
OXCT2P1|OXCT2	5.48177	5.95674	5.93653	6.93613	5.66259	6.38386	5.67501	5.50279	5.59112	6.34489	5.82479	5.75038	5.4467
OXCT2|OXCT2P1	5.48177	5.95674	5.93653	6.93613	5.66259	6.38386	5.67501	5.50279	5.59112	6.34489	5.82479	5.75038	5.4467
OXER1	5.82352	5.44249	5.79465	5.279	6.33437	5.41529	6.14251	5.54018	5.82931	6.10859	5.86089	5.98242	5.75588
OXGR1	3.74569	3.36628	3.71354	3.89751	3.86129	3.62212	3.97489	4.23413	3.55726	4.78561	4.05414	4.15676	3.75591
OXLD1	6.68503	6.9893	6.50316	7.05346	6.886	7.13287	6.994	6.78909	7.35405	6.60013	6.80791	6.62972	6.84234
OXNAD1	7.12202	6.90299	7.6631	7.41906	7.93559	7.51941	7.09579	7.975	8.48666	7.53241	7.72652	7.74673	6.96593
OXR1	8.4268	6.72216	6.76001	7.08966	6.88651	6.85908	7.49355	7.96152	7.25866	6.39919	7.10553	7.48281	6.63782
OXSM	6.39882	6.32718	6.26259	6.47747	5.89434	6.59633	5.75032	5.9775	6.25446	6.90719	5.94046	6.45053	6.29892
OXSR1	8.14472	8.05092	7.77431	8.13955	8.16525	8.51491	8.08646	7.88036	8.19391	8.23819	8.51603	8.42854	8.25945
OXT	5.77415	6.36825	5.89265	6.66301	6.19734	6.33709	6.5695	5.66207	6.19792	6.38453	5.94541	6.17245	6.51138
OXTR	5.45172	5.55661	5.29093	5.13176	5.49083	5.14147	5.13182	5.05943	5.31054	5.2991	5.04782	5.36189	5.11167
P2RX1	6.81693	6.06155	6.4262	4.95388	6.90936	5.31756	5.66742	5.77292	6.36703	5.18555	6.46448	5.36945	5.47586
P2RX2	5.14962	5.2812	5.27266	5.21255	5.22038	5.16921	5.04971	5.19596	5.58847	5.17944	5.21432	4.96083	5.12883
P2RX3	3.9606	4.38926	4.62493	4.51393	4.44798	4.24697	4.00974	4.36813	4.30887	3.96092	4.2063	3.82316	4.31549
P2RX4	7.29162	7.08758	6.66086	7.28914	6.67922	7.14034	6.44839	7.0772	6.85433	6.49623	7.18747	7.09848	6.6084
P2RX5-TAX1BP3|P2RX5	7.67622	5.5473	7.07224	5.10094	9.56503	5.96921	6.10668	8.60104	9.77756	5.25226	7.94834	6.2706	5.85179
P2RX6	4.36456	4.82068	4.33599	4.36502	4.30148	4.28946	4.333	4.36661	4.52268	4.50781	3.89011	4.2353	4.38803
P2RX7	6.50457	5.18444	5.88228	4.76354	6.58584	6.0298	6.25216	6.56792	6.70757	4.37395	6.81178	5.84631	5.34898
P2RY1	4.87203	5.29612	5.35641	5.55063	5.36983	5.5131	5.09659	5.36128	5.54955	5.33695	5.50916	5.08837	5.5914
P2RY10	6.22737	4.50552	6.25551	3.59368	8.05628	5.71046	7.13377	7.74965	8.31998	3.50926	7.25765	5.98037	5.98531
P2RY12	3.79736	3.0221	3.85493	3.54043	6.01974	3.61862	4.06094	5.20327	5.25224	3.62934	5.14409	4.644	4.09349
P2RY13	7.53933	6.57825	7.36943	6.10156	7.70204	6.54723	6.52764	7.62306	6.99447	6.11002	7.28492	7.12391	7.15551
P2RY14	6.66916	7.52345	8.0154	7.86347	8.87673	7.27097	7.90965	8.57406	9.03975	7.37485	8.6648	8.56192	7.53288
P2RY2	7.17001	6.89238	6.04961	8.41809	6.8342	8.02065	7.59039	6.10198	6.25628	7.56946	7.45661	8.21716	7.72923
P2RY4	4.54579	5.19986	4.99467	5.113	5.07275	4.79326	4.98933	5.15496	4.75901	5.18669	5.03332	4.88487	4.68048
P2RY6	5.94258	5.70099	6.05259	5.33104	5.91229	5.86755	6.11027	5.42671	5.69632	5.38003	6.32924	5.70547	5.13293
P2RY8	7.26109	6.72043	7.21306	6.80067	8.65534	6.52244	6.49557	7.28578	8.72294	5.6006	7.63199	6.35208	5.72784
P3H1	6.15057	6.02375	5.85605	6.42513	6.46278	6.41385	6.28368	6.01153	6.91445	5.74179	6.15643	6.31359	5.93218
P3H2	5.94985	6.51451	6.68791	5.54868	5.72841	5.32885	5.66069	5.76077	5.54005	5.35052	5.75107	5.44947	5.71544
P3H3	5.66039	5.63055	5.74385	6.38678	5.70451	5.96478	5.93021	5.31067	5.58139	6.08326	5.96701	5.88658	5.91445
P3H4	5.79666	6.23127	6.13171	6.42669	5.62654	6.75809	6.11261	6.08058	5.55383	6.05107	6.14878	6.12871	6.12018
P4HA1	7.89053	6.86127	7.38025	6.98298	7.08099	6.99188	6.58415	7.66186	6.84376	6.6206	7.29042	7.09007	6.60623
P4HA2	8.0756	6.86436	7.58511	7.67416	6.57568	7.98971	6.59788	6.79551	5.88709	5.74672	7.01334	6.56196	6.24207
P4HA3	4.71113	5.23852	4.81866	4.66351	5.18439	4.88047	5.29234	4.64977	4.54505	5.33945	5.1503	5.68952	5.50311
P4HB	11.20365	11.2025	10.66565	10.43773	10.05509	10.89005	9.609815	10.17734	9.561275	9.77599	10.256155	9.95068	10.07626
P4HTM	6.45251	7.37621	7.20096	7.55262	6.76334	7.53738	7.11981	6.31562	7.31892	6.94379	6.91846	7.22111	7.11327
PA2G4P4|PA2G4	10.7339	10.9391	10.7711	10.2378	10.6941	10.0234	9.67489	9.8283	10.227	10.3507	10.3541	10.3246	9.96194
PAAF1	6.98033	6.38472	6.80343	6.54087	6.03603	6.89167	5.68374	6.03425	6.10913	6.03149	6.19247	6.21047	6.22283
PABIR1	7.56245	8.37355	7.67624	8.45995	7.99509	7.65487	7.72573	7.80201	7.43145	8.22731	8.03508	8.18444	8.01793
PABIR2	6.68068	7.00002	7.04483	7.63213	7.60462	7.26665	7.08385	7.38765	7.7001	7.04714	7.12802	7.28232	7.06529
PABIR3	6.01138	6.22612	6.64923	7.42551	7.36199	6.81187	7.182	6.84576	7.40593	7.18859	6.78149	7.40103	6.91186
PABPC1	11.6509	11.5865	12.0002	10.6837	11.7378	10.6585	10.8198	11.6032	11.1092	10.5565	11.2647	10.9707	10.9524
PABPC1L	5.34669	6.19845	6.34259	7.24496	6.44577	6.24475	6.40536	5.87935	6.86458	6.20101	5.98089	6.30309	6.08704
PABPC1L2A|PABPC1L2B	4.60026	4.7204	4.56802	4.54911	4.7498	4.53522	4.95205	4.50206	4.69146	4.86097	4.98668	4.37441	4.69277
PABPC1L2B|PABPC1L2A	4.5884	4.82739	4.71187	4.59786	4.7862	4.6034	4.97197	4.55813	4.82503	4.71127	4.91017	4.45911	4.97636
PABPC1P2	3.64426	3.93403	4.03167	3.38884	4.24827	3.73231	3.38154	3.65965	3.16866	3.83564	3.71745	3.30622	3.62181
PABPC3	7.34875	6.94957	7.20052	6.9504	7.28843	6.51947	7.00662	6.879	6.82488	6.86429	7.04983	6.71203	7.39939
PABPC4	7.823875	7.527625	7.948645	7.93674	7.88974	7.770935	7.566805	7.611435	7.96925	7.43939	7.85566	7.768785	7.486885
PABPC5	4.46064	5.34544	4.53775	5.47788	4.71952	5.3484	4.93152	4.85739	4.54793	5.06411	4.96476	5.2905	5.44459
PACC1	5.34106	4.95677	5.18162	5.26044	6.12277	5.60934	4.77391	5.88487	6.39926	4.56456	5.3186	4.96329	4.61937
PACRG	3.82298	5.81882	4.31433	5.894	4.58045	5.27047	5.44769	4.97867	4.50948	6.22307	4.82043	6.30775	5.77276
PACRGL	6.04272	6.82042	6.34257	7.79634	6.96159	7.45668	7.59406	7.23862	6.81703	8.10705	7.36026	7.99553	7.67972
PACS1	7.68274	8.12248	8.028	8.7001	9.37505	8.7378	8.48216	8.98168	9.2169	8.3339	9.08169	8.82773	8.29054
PACS2	6.384465	6.873435	7.082755	7.007045	6.74073	6.875005	6.779225	6.47944	6.857035	6.63266	6.65129	6.66183	6.736315
PACSIN1	5.11332	5.48163	5.41123	5.16545	5.89011	5.69373	5.41585	5.73359	6.07562	5.21425	5.46548	5.09758	4.78867
PACSIN2	7.76043	8.36951	8.1778	8.92839	8.02652	8.64697	7.8139	8.03544	7.93678	8.18346	8.29149	8.5077	8.35296
PACSIN3	6.62938	7.17506	6.55308	6.92691	5.84922	6.69456	6.5042	6.21007	5.82848	6.6531	6.20569	6.52062	6.82629
PADI1	3.96594	4.35262	4.1561	4.51473	4.21604	4.192	4.12986	4.76831	3.89787	4.35738	3.60474	4.18295	4.1469
PADI2	5.71376	5.77181	6.78498	5.04192	5.75063	5.59176	5.45924	6.0288	5.41935	5.79824	6.07044	5.55021	5.33873
PADI3	4.47312	4.97469	4.93054	4.93201	4.93182	4.86659	4.81332	4.55731	5.14428	5.3408	4.8649	4.70748	4.99656
PADI4	3.84809	3.63327	3.56196	3.87842	3.84246	3.95179	3.95988	4.12734	3.75394	3.6781	3.77055	3.7774	3.87169
PADI6	3.92937	3.56186	3.64732	3.88349	3.45927	3.60357	3.85708	3.91105	3.92981	3.73107	4.10962	3.69616	3.6376
PAEP	4.81825	5.4005	5.25619	5.37372	5.10824	4.78507	5.30741	4.96668	5.05913	5.14395	5.28136	5.50887	5.30893
PAF1	7.86521	7.98396	7.74676	7.69617	7.16012	7.91931	7.57562	7.23351	7.46183	7.28077	7.14679	7.69733	7.11832
PAFAH1B1	9.10461	8.9995	8.7561	8.91441	9.25426	9.3932	8.84904	9.27032	9.19722	8.81959	9.22371	9.07807	8.82354
PAFAH1B2	9.34365	9.08793	8.82517	8.8895	8.57043	9.40996	8.53451	8.93533	8.74036	9.08647	8.86677	9.16173	8.87854
PAFAH1B3	6.30852	6.80417	6.39191	6.97388	6.59271	7.18153	7.57986	6.83292	6.84617	7.83833	7.02295	7.88729	7.0068
PAFAH2	6.81485	7.42735	7.31922	7.28015	6.79447	7.98166	6.54011	6.86111	6.16169	6.97282	6.83826	6.61507	6.70433
PAG1	7.49912	5.87871	7.30281	5.87701	8.78128	6.64635	6.78899	7.82044	8.98784	5.89634	7.89018	6.80132	5.89145
PAGE1	3.75224	3.77027	3.87845	3.55211	3.73264	3.33399	3.69515	3.86335	3.56346	3.78607	3.5235	3.15659	3.59446
PAGE2	2.63592	2.35751	2.34199	2.41	2.68366	2.79643	2.62445	2.16506	3.31804	2.51288	2.64449	2.42773	2.29079
PAGE2B	4.49402	4.27602	3.0379	3.77559	3.51969	4.19134	3.33169	3.39867	3.98151	3.67148	2.91167	3.9971	3.17558
PAGE3	3.37929	3.07401	3.08024	3.07947	3.22119	2.82395	2.96657	3.39095	2.78147	3.16428	2.74977	2.69725	3.06387
PAGE4	3.5619	3.42704	3.4965	3.70657	3.28557	3.59337	3.37093	3.31624	3.50495	3.31518	3.42309	3.39086	3.53436
PAGE5	5.15857	5.36984	5.89225	4.60532	5.36009	4.98758	5.36236	4.94751	4.98851	5.26061	5.45725	4.73191	5.42706
PAGR1	7.1449	7.28365	7.17054	6.92807	6.93414	7.15651	6.88582	7.35861	7.36839	6.42628	6.54732	7.0104	6.37119
PAH	3.95092	5.53397	4.04709	4.13959	4.341	4.85608	4.12035	4.60584	4.36771	4.92727	4.1559	4.86389	4.7591
PAICS	7.64545	7.58129	7.9878	7.99367	8.05387	8.07168	7.46618	7.99781	8.14713	7.97787	7.72681	8.02927	8.18267
PAIP1	8.55685	8.52212	8.1277	8.27289	7.79135	8.21142	8.08466	7.94009	7.54778	8.29451	7.85873	8.10194	8.30048
PAIP2	8.90615	8.66208	8.95879	9.77767	10.0541	9.88051	9.83078	9.88315	10.0337	9.72389	9.9009	10.1445	9.82091
PAIP2B	7.2527	7.11342	7.32494	7.21873	6.53336	7.37301	6.55784	7.63904	5.97708	6.75754	6.56724	7.04692	6.6787
PAK1	9.39989	9.88386	9.76649	9.40063	8.99915	9.84255	8.9866	9.08449	8.72768	9.03198	10.1146	9.299	9.11963
PAK1IP1	7.12502	7.1274	7.16656	7.17376	7.08283	7.28613	6.84894	7.14604	6.85281	7.72376	6.86689	7.51513	6.83553
PAK2	8.02178	8.09637	8.27303	8.43176	8.80689	8.12361	7.83846	9.16286	8.42535	7.56706	8.37166	8.48191	7.84833
PAK3	5.68189	7.38567	7.07542	6.28228	6.64264	5.12616	7.82084	7.19712	6.19481	7.48939	7.06312	7.89706	7.4529
PAK4	6.65621	7.10529	6.91903	7.53968	6.31845	7.53916	7.14538	6.69728	6.68533	7.26623	6.91602	7.21639	7.04124
PAK5	4.04205	3.89093	4.1071	3.92193	3.90963	4.14406	4.01472	3.41514	3.97965	3.74421	4.02096	3.87751	4.24868
PAK6-AS1	5.72137	6.38781	6.0067	6.38718	5.66824	6.05713	6.08384	5.68825	5.3583	6.205	5.87605	6.02537	6.29077
PALB2	6.43081	6.04301	5.9058	6.56841	6.88788	6.50322	6.37512	7.13431	6.87744	6.4488	6.51136	6.95642	6.76026
PALD1	5.67719	5.06476	5.10155	5.8056	6.41629	5.80714	5.36245	6.15448	6.8328	5.23345	6.30312	5.77464	5.51556
PALLD	7.89995	9.57779	8.29754	9.17632	7.9091	8.03669	8.63919	8.32893	7.96157	9.08949	8.16539	8.85874	8.81369
PALM	6.99676	6.68816	7.19933	6.1151	6.45368	6.19495	6.78625	6.80859	5.99217	6.43521	6.69447	6.41321	6.4519
PALM2AKAP2	6.94988	6.83391	6.72519	7.39654	7.04244	6.73742	7.11556	7.26066	6.94786	6.79689	6.83251	7.235	6.77737
PALM3	5.78252	6.50545	6.13767	6.25331	5.24164	6.08877	5.8742	6.39037	5.35918	5.58792	5.59088	5.4445	5.71535
PALMD	8.29995	6.39604	7.1803	6.79638	6.88914	6.09682	7.94598	7.41577	5.85395	7.31885	6.74596	7.36099	7.21205
PALS1	7.45621	8.01154	7.58898	8.06744	6.56754	7.74197	7.42025	7.37573	6.32244	7.88643	7.28874	7.99791	8.13592
PALS2	6.68449	6.90612	6.52477	6.96504	6.55218	6.57919	6.83154	6.85094	6.63232	7.07964	6.83937	7.09476	7.24612
PAM	9.04638	8.53147	8.83473	8.74365	8.56651	8.83215	8.81648	9.13053	7.61828	8.73814	9.37856	9.02348	9.1718
PAMR1	5.65928	5.58044	5.3844	5.94565	5.95832	5.70439	5.66652	5.01776	5.36273	5.80125	6.72122	6.45694	6.00175
PAN2	7.27448	8.16562	8.17096	8.67832	8.65541	8.71181	8.76249	8.29559	8.92665	8.53604	8.51514	8.31985	8.81404
PAN2|CNPY2	7.84078	7.72074	7.41943	8.31406	7.35836	8.31699	7.42961	7.8614	7.24191	8.03377	7.49952	8.08035	7.83928
PAN3	8.94682	8.92356	8.69945	9.05159	9.58401	9.05011	9.01162	9.67591	9.60644	9.11341	9.10476	9.22162	9.38717
PANK1	6.24783	6.83241	6.88845	6.263	6.58898	6.59788	6.37005	6.62657	6.5408	6.99524	6.80761	6.45402	7.04782
PANK2	7.64439	6.90089	6.94584	7.01435	6.95877	7.59357	6.86241	7.50402	7.57702	7.01839	7.28174	7.29366	7.08981
PANK3	7.82663	7.96927	7.96428	8.35861	8.30294	8.30851	7.91114	8.2832	8.23664	8.09759	8.52506	8.14067	7.99304
PANK4	6.50112	6.502	6.38407	6.72573	6.53617	6.73956	6.21455	6.24436	7.1032	6.23539	6.44318	6.45982	6.12954
PANX1	7.52872	7.22339	7.53841	7.61303	7.23965	7.61382	7.36019	7.72897	7.41498	7.01259	7.71754	7.59403	7.0563
PANX2	6.57796	6.26944	5.77545	6.35533	6.26001	6.64937	6.33851	5.95417	6.13378	6.51235	6.43282	6.05589	6.34262
PANX3	3.78292	3.74913	3.92794	3.81947	3.97201	3.532	3.66737	3.88924	3.97484	3.85569	3.79648	3.29273	4.10237
PAOX	6.51454	6.6582	6.404	6.41868	6.39259	6.49324	6.71332	6.49709	6.8431	6.51843	6.51557	6.10158	6.52504
PAPLN	5.97503	6.06532	6.0771	6.8285	6.7408	6.799	7.04047	6.35355	7.21095	6.2274	6.93192	7.07821	6.29873
PAPOLA	10.0657	9.75606	9.75252	9.52236	10.2925	9.63627	9.64352	10.1162	9.67775	10.2059	9.89978	9.91352	10.1455
PAPOLB	3.29847	3.61566	3.2877	3.95071	3.63899	3.30764	3.4338	3.65669	3.32572	4.18019	3.76576	3.74733	3.44706
PAPOLG	9.00445	8.95029	8.21767	9.20483	8.80379	8.7111	9.01925	8.75144	8.05415	9.05974	8.72481	9.18488	9.50302
PAPPA	6.63435	4.86164	6.33539	4.71234	5.92606	6.3353	5.8014	5.8378	6.65703	5.11069	6.31537	5.65263	4.77862
PAPPA-AS1	4.32823	3.71411	3.74977	4.34733	4.9198	4.31561	4.17034	4.84232	4.72667	4.27516	4.20432	4.34627	4.10814
PAPPA2	3.84697	4.64248	3.742	4.34525	4.53134	4.19925	4.0776	4.013	4.02083	4.17669	4.16505	4.30495	4.37662
PAPSS1	8.54495	7.4029	6.95817	6.81618	7.67263	7.35206	6.75976	7.65853	7.80389	6.51788	7.44585	7.39631	6.91116
PAPSS2	7.04826	7.71771	7.73837	8.79673	8.62504	8.50685	8.81146	7.96829	8.21148	9.30176	9.32512	9.47929	9.08291
PAQR3	4.86727	4.73295	4.70865	5.14203	5.14661	4.99988	4.82459	5.67248	5.47835	5.5168	4.80184	5.04897	5.17867
PAQR4	6.19549	6.29811	6.02431	6.72148	7.00746	6.68164	6.79885	6.63833	7.54184	6.64052	6.76867	6.32903	6.33464
PAQR5	3.66825	4.26833	4.13847	4.48059	4.10544	4.38711	4.36462	3.99537	4.29894	4.6768	4.07825	4.35211	4.26782
PAQR6	5.5942	5.87158	5.76281	5.79045	5.59592	5.97099	6.05948	5.62325	6.12038	6.02381	5.51919	5.86559	5.78303
PAQR7	5.33558	5.78173	5.19805	5.20973	4.77452	5.4652	5.07719	5.19533	4.39548	5.46062	4.62729	5.09483	5.04386
PAQR8	6.91193	6.891	6.6853	6.67479	7.12666	6.48294	6.76269	6.8538	7.12284	6.23474	6.78292	6.44632	6.49703
PAQR9	3.75535	3.90847	4.00833	4.15488	4.26862	4.09343	4.19853	4.5764	4.03606	3.81496	4.18057	3.91841	3.88868
PARD3	7.55083	7.6406	7.07789	7.4271	6.56819	7.25276	7.09516	6.68976	6.17287	7.32907	7.11765	7.59676	7.13419
PARD3B	6.57689	6.87937	6.81548	6.63813	6.19174	6.21257	6.65065	6.71666	6.26186	6.65817	6.44996	6.94178	6.35115
PARD6A	5.57774	5.82821	5.8142	5.88387	5.79006	6.75485	6.24683	5.51803	6.81462	5.90502	6.11068	6.30302	5.96845
PARD6B	7.72345	7.92875	7.50638	8.55401	7.339	8.19538	8.28819	7.54749	7.33398	8.26014	7.67766	8.30486	8.28077
PARD6G	5.67218	6.83389	5.53088	7.21234	5.46842	6.82235	7.19591	5.60448	5.71083	6.86751	6.40179	7.70708	7.04094
PARG	6.28509	6.45526	6.33541	6.04393	6.25752	6.58166	5.35214	6.78421	6.99486	5.40878	6.66415	5.62487	5.5998
PARK7	9.29193	9.32684	9.23923	10.0801	9.71349	10.2241	8.8995	9.38676	9.63377	9.73329	9.66384	9.47227	9.67599
PARL	7.5765	6.97086	7.20175	7.06019	7.00517	7.15916	7.02087	7.07884	7.17847	6.78411	6.97665	7.13501	6.93902
PARM1	10.0516	10.9942	10.9626	10.5294	9.72371	11.0878	10.2967	10.8209	9.07373	10.9146	10.5426	10.1348	10.8122
PARM1-AS1	1.8576	2.37626	2.30786	3.12193	2.36285	2.62572	2.32084	2.68348	2.53839	2.93061	2.55132	2.94769	2.46732
PARN	8.98575	8.83267	8.54521	8.77379	8.91182	8.71099	8.4885	8.69694	9.14513	8.50895	8.85201	8.57101	8.49925
PARP1	9.3558	8.28857	8.55943	8.0713	9.75259	8.60955	7.83049	9.16407	9.61388	7.36646	9.26938	8.16337	8.28409
PARP10	6.46903	6.26826	6.60817	6.48255	6.73792	6.75248	6.83771	6.16575	7.03618	6.46896	6.81693	6.20683	6.52796
PARP11	5.94607	5.59748	5.47162	6.20121	5.9836	5.95964	5.68998	5.76434	6.18806	5.60198	5.91339	5.71312	6.06372
PARP12	7.82915	8.31461	8.41514	7.8772	8.50973	8.61395	8.44699	7.82035	8.57584	7.85865	8.58968	8.13422	8.51384
PARP14	9.37676	8.02425	8.90671	7.98476	9.39606	8.37025	8.7808	8.8504	9.37287	7.26031	9.09671	8.58355	8.76349
PARP15	6.15301	4.83776	7.55367	4.63835	8.57697	4.83398	6.34803	7.78457	8.70579	3.88822	7.6202	6.19658	5.52709
PARP16	6.42184	6.73441	6.77401	7.6619	7.64509	7.77298	7.18417	7.60553	7.46296	7.22337	7.167	7.60129	7.64909
PARP2	7.61453	6.90366	7.43537	7.37	7.14293	7.10344	7.16671	7.33129	7.13021	7.41231	7.09359	7.24755	7.38628
PARP3	7.82102	8.34478	8.0815	8.21067	7.50064	8.52245	7.83142	7.53316	7.56509	8.08176	8.36347	8.06311	8.17257
PARP4	9.71502	9.29638	9.49187	8.75209	9.27317	9.31596	8.70367	9.67201	9.30626	8.77794	9.27645	8.62374	8.90668
PARP6	7.55977	8.04652	8.15803	9.05729	8.52568	8.42397	8.68842	8.21272	8.73181	8.50689	8.39723	8.74446	8.71581
PARP8	8.39705	9.34235	9.08833	8.93188	9.25322	8.77578	9.37446	9.09083	8.77763	9.47488	9.38707	9.50922	9.83448
PARP9	8.59031	7.19124	8.38589	6.56079	7.42121	7.52966	7.01595	7.09324	7.47909	5.53313	7.79226	6.86393	7.8182
PARPBP	3.88312	3.2318	3.03785	3.01929	4.35402	3.1753	2.90546	3.86187	4.71198	3.17166	3.7276	3.38939	3.65371
PARS2	6.45118	6.94868	7.10598	6.44821	6.77082	6.58555	6.65469	6.618	6.52055	6.45036	6.52584	6.75559	6.29301
PART1	3.02362	2.88885	3.23759	4.31351	2.82428	3.19319	3.50713	3.4012	3.20419	3.24769	3.47236	3.04938	3.85152
PARVA	8.43412	8.22127	8.54982	9.08807	8.61361	8.81521	8.59531	9.00269	7.76981	9.03628	9.21088	9.18065	8.95731
PARVB	7.15892	6.57188	6.7595	6.81568	7.35271	7.05597	6.97448	7.27394	7.56736	6.50306	7.44465	6.90818	6.91481
PARVG	6.88952	6.09462	7.31798	6.06159	9.37594	6.92149	7.54509	7.24964	9.82223	5.56717	8.23403	6.96275	6.71195
PASD1	3.06825	3.41837	3.0876	3.49906	3.06411	2.96672	3.15637	3.4353	3.11129	3.39834	3.07048	2.83174	3.06963
PASK	5.59459	5.4977	6.08785	6.38026	7.02691	6.37427	6.11554	6.22421	7.6817	5.68694	6.13957	6.35642	6.09812
PATE1	2.89235	3.17163	3.52691	3.54986	3.27442	3.10135	3.40564	3.28	3.14415	3.42783	3.1078	3.04249	3.53968
PATE2	2.94229	3.04067	2.67701	2.81183	2.95533	2.8544	2.63072	3.28629	2.53123	2.93219	3.03717	2.89726	3.16378
PATJ	7.81081	8.38638	8.25722	8.27656	7.52788	8.04053	8.09943	8.21364	7.36083	8.14469	8.10601	8.15482	8.14335
PATL1	9.12648	9.72582	9.59996	9.88023	10.011	9.51843	9.50114	9.67597	9.4694	9.49304	9.63938	9.55807	9.44523
PATL2	5.3776	4.78836	6.15885	5.25577	6.30938	5.5197	6.04435	6.44179	7.16188	5.05301	5.42448	5.21892	5.30454
PATZ1	6.30271	7.54326	6.49894	7.95452	7.2916	7.59617	7.78627	6.88338	7.70478	7.32587	7.23234	7.76409	7.51566
PAWR	7.26938	7.70055	7.46819	8.18141	7.57931	7.54795	7.85187	7.91323	7.41399	7.97751	7.59266	7.77654	8.67783
PAX1	5.30082	5.66498	4.81828	4.72912	4.80445	5.07961	5.02646	4.65254	4.95687	5.19637	4.99316	4.91672	5.1358
PAX2	5.03646	5.57798	5.50698	5.41772	5.1184	5.30629	5.47024	5.20626	5.22591	5.22429	5.2674	5.1472	5.57975
PAX3	3.6446	3.46417	3.40474	3.69102	3.17462	3.77527	3.6717	3.57036	3.407	3.85295	3.51998	3.4429	3.85476
PAX4	4.81764	4.96144	5.27827	4.96068	4.96301	5.02447	5.21905	4.70544	5.08567	5.22193	4.97686	4.99273	4.96525
PAX5	6.62988	5.79839	6.38671	4.81402	9.56087	5.5794	6.8857	7.56778	9.253	4.73368	8.42051	6.89083	5.8188
PAX6	3.4173	3.52905	3.27987	3.30712	3.84585	3.40116	3.0953	3.6434	3.54965	3.93298	3.39042	3.28426	3.2617
PAX7	4.35671	5.1035	4.36929	4.82834	4.80749	4.87206	5.02227	4.61226	4.85753	4.72818	4.64341	4.5471	4.94514
PAX8	8.20437	11.5617	11.0739	11.4098	9.97577	11.2712	11.2959	9.86548	8.64226	11.4548	10.4298	11.2852	11.3018
PAX8-AS1	4.42237	4.39078	4.66123	5.04736	3.95488	4.14888	4.61018	4.1582	4.64225	5.29115	3.75323	4.7478	4.51683
PAX9	7.55697	4.95648	6.21254	4.86917	5.32131	5.00966	5.00753	5.8662	4.91712	6.05982	5.15671	5.21309	5.41306
PAXBP1	6.43182	6.06446	6.34039	6.75149	6.72183	6.45251	6.60759	7.05706	7.22438	6.28454	6.56878	6.41081	6.6928
PAXIP1	7.4068	7.34425	7.06426	7.27772	7.57292	7.53443	6.97566	7.57854	7.5585	7.01608	7.15455	7.49631	7.0096
PAXX	6.97354	7.18526	7.43241	7.88744	7.77939	8.16535	7.75326	6.69122	8.19073	7.66641	7.41218	7.42202	7.411
PBDC1	6.56445	6.34068	6.24876	6.22708	6.21487	6.34152	5.60345	6.12704	6.07776	5.38467	6.12029	5.81123	5.17705
PBK	3.76236	3.12548	3.06613	3.21506	5.5975	3.47615	2.95037	4.48205	5.4667	2.81298	4.19728	3.04504	3.00034
PBLD	5.25083	5.60634	4.89337	6.03953	4.836	5.29352	4.74645	5.18049	4.43265	5.61231	5.24116	5.41688	5.32385
PBOV1	2.997	2.54259	2.64992	2.47971	2.80724	2.76461	2.67715	2.54055	2.5794	2.45009	2.41769	2.37613	2.63898
PBRM1	8.86024	8.8648	8.46688	8.91743	8.94325	8.41224	8.14461	8.75579	8.85956	8.28921	8.75258	8.53121	8.27961
PBX1	8.95327	9.93021	9.09637	9.79358	8.93861	9.4421	9.88155	9.12139	7.85354	9.91702	9.67993	10.3172	9.60323
PBX2	8.445815	8.80492	8.522955	9.067505	9.164995	8.78327	9.00775	8.463305	9.256875	8.834765	9.013425	9.16613	8.99094
PBX3	8.35309	9.77622	9.34017	9.49136	8.83263	9.93419	9.05415	10.3834	8.3797	9.81238	9.57651	9.34843	9.94098
PBX3-DT	3.18896	3.2383	3.53209	3.21844	3.77138	3.89942	3.80249	3.46613	3.91755	4.11074	3.41067	3.45001	4.00654
PBX4	6.56149	7.32146	7.46737	8.95721	7.53335	7.79075	8.23948	7.50157	7.99427	8.12236	7.62241	8.47278	8.65089
PBXIP1	7.51217	7.8062	7.53946	8.13858	7.45706	8.16403	7.60284	7.47558	7.66553	7.14805	7.95841	7.59854	7.32192
PC	4.84045	6.25017	5.87662	6.41719	5.93156	5.98519	5.81635	5.65711	5.70406	6.12157	6.10999	6.03965	5.51344
